Sample_ID,Timestamp,Ground_Truth_Class,Predicted_Threat_Class,Confidence_Score (%),Physical_Actual_Signal (tcp.len),Digital_Twin_Forecast (tcp.len),Mean_Continuous_Residual,Operational_Filter_Decision,Filter_Reason,Primary_SHAP_Risk_Driver,Operational_Outcome,Industrial_Protection_Benefit
510,2026-08-23 11:46:11,Uploading,Uploading,99.18,0.0,0.0,3109.7591,PASS,High-fidelity alert: Confidence (99.2%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
511,2026-08-23 11:46:12,DDoS_UDP,DDoS_UDP,99.93,0.0,0.0,77048.0257,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['udp.port'] match known domain mechanics.,udp.port,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
512,2026-08-23 11:46:12,Fingerprinting,Fingerprinting,99.13,0.0,0.0,8482.304,PASS,High-fidelity alert: Confidence (99.1%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
513,2026-08-23 11:46:13,Uploading,Uploading,96.19,107.0,0.0,729.3035,PASS,High-fidelity alert: Confidence (96.2%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
514,2026-08-23 11:46:13,XSS,MITM,34.73,0.0,0.0,7772.207,SUPPRESS,Alert suppressed: Low model confidence (34.7% < 65.0%).,arp.opcode,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
515,2026-08-23 11:46:14,SQL_injection,SQL_injection,67.58,0.0,0.0,4911.3261,PASS,High-fidelity alert: Confidence (67.6%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
516,2026-08-23 11:46:14,DDoS_UDP,DDoS_UDP,99.93,0.0,0.0,16689.3383,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['udp.port'] match known domain mechanics.,udp.port,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
517,2026-08-23 11:46:15,DDoS_HTTP,DDoS_HTTP,99.82,22.0,1.02,1004.0463,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
518,2026-08-23 11:46:15,DDoS_TCP,DDoS_TCP,99.91,120.0,0.0,193357432.9249,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
519,2026-08-23 11:46:16,Uploading,Uploading,99.74,1448.0,0.0,7678.3152,PASS,High-fidelity alert: Confidence (99.7%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
520,2026-08-23 11:46:16,Vulnerability_scanner,Vulnerability_scanner,99.96,495.0,0.45,7346.0716,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
521,2026-08-23 11:46:17,Vulnerability_scanner,Vulnerability_scanner,99.97,495.0,5.85,7461.9753,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
522,2026-08-23 11:46:17,Ransomware,Ransomware,99.95,0.0,0.0,132725.8238,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
523,2026-08-23 11:46:18,SQL_injection,SQL_injection,99.84,0.0,0.0,4157.076,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
524,2026-08-23 11:46:18,MITM,MITM,29.42,0.0,0.0,2307.1805,SUPPRESS,Alert suppressed: Low model confidence (29.4% < 65.0%).,arp.opcode,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
525,2026-08-23 11:46:19,Password,Password,91.22,0.0,0.0,1148.8233,PASS,High-fidelity alert: Confidence (91.2%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
526,2026-08-23 11:46:19,Normal,Normal,99.91,0.0,0.0,1139.6341,NORMAL,Traffic classified as normal baseline behavior,tcp.dstport,HEALTHY BASELINE (Normal Operation Preserved),Normal Dynamics Maintained
527,2026-08-23 11:46:20,Normal,Normal,99.96,0.0,0.0,291.8815,NORMAL,Traffic classified as normal baseline behavior,tcp.dstport,HEALTHY BASELINE (Normal Operation Preserved),Normal Dynamics Maintained
528,2026-08-23 11:46:20,Password,SQL_injection,62.19,0.0,0.0,901.3944,SUPPRESS,Alert suppressed: Low model confidence (62.2% < 65.0%).,http.content_length,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
529,2026-08-23 11:46:21,DDoS_ICMP,DDoS_ICMP,99.95,0.0,0.0,7201.7321,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['icmp.checksum'] match known domain mechanics.,icmp.checksum,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
530,2026-08-23 11:46:21,Fingerprinting,MITM,32.24,0.0,0.0,2565.3383,SUPPRESS,Alert suppressed: Low model confidence (32.2% < 65.0%).,arp.opcode,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
531,2026-08-23 11:46:22,Vulnerability_scanner,Vulnerability_scanner,99.96,258.0,14.42,6257.2298,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
532,2026-08-23 11:46:22,Backdoor,Backdoor,99.95,320.0,1.06,77946.5042,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
533,2026-08-23 11:46:23,Ransomware,Ransomware,99.78,320.0,11.83,25863.0839,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
534,2026-08-23 11:46:23,Vulnerability_scanner,Vulnerability_scanner,99.96,381.0,0.0,7711.475,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
535,2026-08-23 11:46:24,Fingerprinting,MITM,34.5,0.0,0.0,1551.1768,SUPPRESS,Alert suppressed: Low model confidence (34.5% < 65.0%).,arp.opcode,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
536,2026-08-23 11:46:24,Port_Scanning,Port_Scanning,99.93,0.0,0.0,158194933.7153,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
537,2026-08-23 11:46:25,Vulnerability_scanner,Vulnerability_scanner,99.41,0.0,0.0,4131.8226,PASS,High-fidelity alert: Confidence (99.4%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
538,2026-08-23 11:46:25,Ransomware,Ransomware,99.97,464.0,7.25,122468.7705,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
539,2026-08-23 11:46:26,Port_Scanning,Port_Scanning,99.91,0.0,0.0,50159758.7512,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
540,2026-08-23 11:46:26,DDoS_ICMP,DDoS_ICMP,99.95,0.0,0.0,5351.3047,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['icmp.checksum'] match known domain mechanics.,icmp.checksum,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
541,2026-08-23 11:46:27,XSS,XSS,99.63,440.0,4.48,95.0899,PASS,High-fidelity alert: Confidence (99.6%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
542,2026-08-23 11:46:27,Ransomware,Ransomware,99.96,0.0,0.0,49887.787,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
543,2026-08-23 11:46:28,DDoS_TCP,DDoS_TCP,99.93,120.0,12.1,20268048.0549,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
544,2026-08-23 11:46:28,Fingerprinting,Fingerprinting,98.18,0.0,0.0,1196.3038,PASS,High-fidelity alert: Confidence (98.2%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
545,2026-08-23 11:46:29,XSS,XSS,99.9,0.0,0.0,1778.461,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
546,2026-08-23 11:46:29,Ransomware,Ransomware,99.96,0.0,0.0,86969.3216,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
547,2026-08-23 11:46:30,Fingerprinting,Fingerprinting,94.76,0.0,0.0,2906.9124,PASS,High-fidelity alert: Confidence (94.8%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
548,2026-08-23 11:46:30,DDoS_UDP,DDoS_UDP,99.97,0.0,0.0,280055.398,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['udp.port'] match known domain mechanics.,udp.port,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
549,2026-08-23 11:46:31,DDoS_TCP,DDoS_TCP,99.92,120.0,0.0,236295127.7369,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
550,2026-08-23 11:46:31,DDoS_TCP,DDoS_TCP,99.93,120.0,0.0,171799397.3484,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
551,2026-08-23 11:46:32,Normal,Normal,99.96,41.0,0.0,3369.5934,NORMAL,Traffic classified as normal baseline behavior,tcp.dstport,HEALTHY BASELINE (Normal Operation Preserved),Normal Dynamics Maintained
552,2026-08-23 11:46:32,Vulnerability_scanner,Vulnerability_scanner,79.53,0.0,0.0,4374.5274,PASS,High-fidelity alert: Confidence (79.5%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
553,2026-08-23 11:46:33,Normal,Normal,99.95,0.0,0.0,233356.9753,NORMAL,Traffic classified as normal baseline behavior,tcp.dstport,HEALTHY BASELINE (Normal Operation Preserved),Normal Dynamics Maintained
554,2026-08-23 11:46:33,Vulnerability_scanner,Vulnerability_scanner,99.95,495.0,2.29,3134.9228,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
555,2026-08-23 11:46:34,Fingerprinting,Fingerprinting,98.49,0.0,0.0,3038.9282,PASS,High-fidelity alert: Confidence (98.5%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
556,2026-08-23 11:46:34,DDoS_TCP,DDoS_TCP,99.93,120.0,5.78,27699113.3734,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
557,2026-08-23 11:46:35,DDoS_TCP,DDoS_TCP,99.94,0.0,0.0,1861.2412,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
558,2026-08-23 11:46:35,Vulnerability_scanner,Vulnerability_scanner,99.97,495.0,6.06,4073.8246,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
559,2026-08-23 11:46:36,Port_Scanning,Port_Scanning,99.86,0.0,0.0,2089.992,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
560,2026-08-23 11:46:36,Backdoor,Backdoor,99.96,0.0,0.0,177921.1384,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
561,2026-08-23 11:46:37,DDoS_HTTP,DDoS_HTTP,99.57,45.0,2.59,2693.6516,PASS,High-fidelity alert: Confidence (99.6%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
562,2026-08-23 11:46:37,DDoS_ICMP,DDoS_ICMP,99.95,0.0,0.0,8963.9821,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['icmp.checksum'] match known domain mechanics.,icmp.checksum,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
563,2026-08-23 11:46:38,Password,Password,99.45,0.0,0.0,1884.0343,PASS,High-fidelity alert: Confidence (99.4%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
564,2026-08-23 11:46:38,XSS,XSS,99.62,484.0,3.36,3329.6271,PASS,High-fidelity alert: Confidence (99.6%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
565,2026-08-23 11:46:39,Normal,Normal,99.83,0.0,0.0,2509.3095,NORMAL,Traffic classified as normal baseline behavior,tcp.dstport,HEALTHY BASELINE (Normal Operation Preserved),Normal Dynamics Maintained
566,2026-08-23 11:46:39,DDoS_HTTP,DDoS_HTTP,99.5,0.0,0.0,1166.2536,PASS,High-fidelity alert: Confidence (99.5%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
567,2026-08-23 11:46:40,Fingerprinting,Fingerprinting,99.19,0.0,0.0,2526.7843,PASS,High-fidelity alert: Confidence (99.2%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
568,2026-08-23 11:46:40,MITM,MITM,99.81,5353.0,1.48,3488.4819,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['arp.opcode'] match known domain mechanics.,arp.opcode,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
569,2026-08-23 11:46:41,Password,Password,99.81,0.0,0.0,2912.6364,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
570,2026-08-23 11:46:41,Normal,Normal,99.92,0.0,0.0,2294.358,NORMAL,Traffic classified as normal baseline behavior,tcp.dstport,HEALTHY BASELINE (Normal Operation Preserved),Normal Dynamics Maintained
571,2026-08-23 11:46:42,Fingerprinting,Fingerprinting,99.11,0.0,0.0,10267.8323,PASS,High-fidelity alert: Confidence (99.1%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
572,2026-08-23 11:46:42,DDoS_HTTP,DDoS_HTTP,74.28,0.0,0.0,1034.4145,PASS,High-fidelity alert: Confidence (74.3%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
573,2026-08-23 11:46:43,Vulnerability_scanner,Vulnerability_scanner,99.97,495.0,0.0,4377.7515,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
574,2026-08-23 11:46:43,Ransomware,Ransomware,99.34,0.0,0.0,4971.7872,PASS,High-fidelity alert: Confidence (99.3%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
575,2026-08-23 11:46:44,DDoS_ICMP,DDoS_ICMP,99.95,0.0,0.0,8263.4925,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['icmp.checksum'] match known domain mechanics.,icmp.checksum,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
576,2026-08-23 11:46:44,Port_Scanning,Port_Scanning,99.87,0.0,0.0,1007.0202,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
577,2026-08-23 11:46:45,DDoS_UDP,DDoS_UDP,99.97,0.0,0.0,316508.8488,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['udp.port'] match known domain mechanics.,udp.port,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
